序号,消息id,发送方,消息格式,消息内容,时间
542,862606100193760,买家,text,混干皮用控油清爽乳液会闷痘吗,2026-06-10 19:11:28.126
542,862606100193817,商家,text,亲亲在的哦~,2026-06-10 19:12:37.790
542,862606100193865,商家,text,您好~控油清爽乳液配方温和无酒精无香精，混干皮也可以放心使用哦,2026-06-10 19:12:45.068
542,862606100193911,买家,text,换季烂脸期能用吗,2026-06-10 19:15:11.152
542,862606100194004,商家,text,换季敏感期建议精简护肤，先用舒缓保湿类，等皮肤稳定后再叠加功效型产品~,2026-06-10 19:15:27.887
543,862606100194036,买家,text,hello有人吗,2026-06-10 19:13:11.877
543,862606100194087,买家,text,上次买的氨基酸温和洁面乳用完了，还是原来的配方吗？,2026-06-10 19:13:21.730
543,862606100194133,商家,text,感谢回购支持❤ 配方没有变哦，新包装升级了泵头更好按压~,2026-06-10 19:14:38.940
543,862606100194221,买家,text,那还行，我拍两瓶,2026-06-10 19:16:14.963
543,862606100194310,商家,text,好嘞~两瓶还能凑到满减，帮您备注优先发货❤,2026-06-10 19:16:32.206
544,862606100194407,买家,text,买错了,2026-06-10 19:22:25.954
544,862606100194493,买家,text,想把玻尿酸补水精华液换成神经酰胺修护面霜，怎么操作,2026-06-10 19:22:50.238
544,862606100194560,商家,text,在的在的，请讲~,2026-06-10 19:23:12.823
544,862606100194652,商家,text,亲，换货可以直接在订单页申请「换货」，选好新款式，我们收到退件后48小时内发出新品~,2026-06-10 19:23:17.862
544,862606100194689,买家,text,退款多久到账,2026-06-10 19:24:16.790
544,862606100194726,商家,text,退款在仓库验收后1-3个工作日原路退回，请留意账户到账信息~,2026-06-10 19:25:40.209
544,862606100194804,买家,text,行，谢谢,2026-06-10 19:28:21.089
544,862606100194848,买家,text,怎么不回我,2026-06-10 19:34:35.817
544,862606100194918,商家,text,好的亲~申请后把单号发我，这边帮您加急处理哦❤,2026-06-10 19:35:35.853
545,862606100194987,买家,text,视黄醇抗皱晚霜的批号在哪里看？我想查保质期,2026-06-10 19:25:37.721
545,862606100195026,买家,text,？,2026-06-10 19:30:19.131
545,862606100195067,商家,text,批号在瓶底/管尾喷码，格式如6882A26，保质期3年，详情页也有批次说明哦,2026-06-10 19:31:13.311
546,862606100195139,买家,text,在吗？,2026-06-10 20:03:31.304
546,862606100195224,买家,text,闺蜜是敏感肌,2026-06-10 20:03:44.418
546,862606100195269,买家,text,送什么面膜安全,2026-06-10 20:03:48.342
546,862606100195358,商家,text,亲亲在的哦~,2026-06-10 20:04:57.916
546,862606100195394,商家,text,敏感肌闭眼入积雪草舒缓修护面膜，无酒精无香精，医美后也能用的~,2026-06-10 20:05:21.346
546,862606100195469,买家,text,能帮忙写贺卡吗,2026-06-10 20:07:47.388
546,862606100195517,商家,text,可以的~下单备注贺卡内容，手写卡片随礼盒寄出，还免费打蝴蝶结哦❤,2026-06-10 20:09:01.557
546,862606100195591,买家,text,太好了，就这套吧,2026-06-10 20:11:15.481
546,862606100195657,商家,text,好的~祝您送礼成功，她一定会喜欢的❤,2026-06-10 20:11:47.659
547,862606100195703,买家,text,双头遮瑕笔味道我不太喜欢，太浓了,2026-06-10 20:06:33.121
547,862606100195789,商家,text,抱歉没能符合您的喜好~这款是天然植物香，不含人工香精，介意气味的话下次可以试试我们的无香系列哦,2026-06-10 20:07:58.420
547,862606100195837,买家,text,无香系列有什么,2026-06-10 20:08:22.749
547,862606100195895,商家,text,无香系列有卸妆膏和多肽紧致眼霜，敏感鼻也友好，可以看看详情页哦~,2026-06-10 20:08:37.034
548,862606100195975,买家,text,你好，角鲨烷保湿面霜有补水功能吗？,2026-06-10 20:21:57.028
548,862606100196065,买家,text,和精华一起用可以吗,2026-06-10 20:22:06.279
548,862606100196137,商家,text,您好，在的呢~ 角鲨烷保湿面霜核心功效是保湿修护，坚持使用对细纹会有改善哦,2026-06-10 20:22:41.253
548,862606100196171,商家,text,可以的呢，建议先水后精华再面霜，薄涂即可，叠加使用不冲突哦,2026-06-10 20:22:49.122
549,862606100196214,买家,text,洋甘菊修护唇膜怎么用呀,2026-06-10 20:22:32.182
549,862606100196281,买家,text,早晚都要用吗,2026-06-10 20:22:35.194
549,862606100196337,商家,text,在的在的，请讲~,2026-06-10 20:23:50.213
549,862606100196405,商家,text,您好~洋甘菊修护唇膜建议早晚洁面后使用，取黄豆大小均匀涂抹全脸，避开眼周哦,2026-06-10 20:23:58.092
550,862606100196459,买家,text,这个泥膜清洁面膜主打什么功效呀,2026-06-10 20:36:49.951
550,862606100196517,商家,text,您好，在的呢~ 泥膜清洁面膜核心功效是保湿修护，坚持使用对出油会有改善哦,2026-06-10 20:37:42.782
550,862606100196554,买家,text,会不会很油腻,2026-06-10 20:38:55.869
550,862606100196650,商家,text,质地比较清爽，上脸好推开易吸收，油皮宝宝也可以放心使用的~,2026-06-10 20:40:18.055
550,862606100196709,买家,text,好的谢谢,2026-06-10 20:41:57.393
550,862606100196745,商家,text,好的呢~有任何问题随时联系客服，祝您生活愉快，皮肤越来越好哦❤,2026-06-10 20:43:02.628
551,862606100196839,买家,text,在吗,2026-06-10 20:51:40.971
551,862606100196890,买家,text,发什么快递？重庆渝北几天能到,2026-06-10 20:51:57.650
551,862606100196948,商家,text,您好，默认发顺丰，到重庆渝北一般4天，偏远地区会稍慢一点哦~,2026-06-10 20:52:18.319
551,862606100197011,买家,text,急用，明天出差要带走，能加急吗，什么服务态度,2026-06-10 20:54:38.248
551,862606100197081,商家,text,这边帮您备注加急啦，仓库会优先安排，但最终以揽收时间为准，超时未发您随时来催我哦~,2026-06-10 20:55:16.748
551,862606100197144,买家,text,行吧，发货了告诉我,2026-06-10 20:57:13.228
551,862606100197209,商家,text,好的亲~发出后系统会自动推送单号，感谢您的耐心等待❤,2026-06-10 20:57:27.358
552,862606100197252,买家,text,客服客服,2026-06-10 20:55:20.244
552,862606100197330,买家,text,上次买的角鲨烷保湿面霜用完了，还是原来的配方吗？,2026-06-10 20:55:40.707
552,862606100197362,商家,text,亲亲在的哦~,2026-06-10 20:56:18.196
552,862606100197442,商家,text,感谢回购支持❤ 配方没有变哦，新包装升级了泵头更好按压~,2026-06-10 20:56:36.459
552,862606100197510,买家,text,好的谢谢啦,2026-06-10 20:58:58.439
552,862606100197597,商家,text,不客气~祝您使用愉快，随时欢迎回来找小美❤,2026-06-10 20:59:47.914
553,862606100197651,买家,text,发票能开公司抬头吗？要专票,2026-06-10 21:02:26.084
553,862606100197684,商家,text,支持开企业抬头，专票需要提供完整开票信息（税号、地址、开户行），这边登记后5个工作日内寄出~,2026-06-10 21:03:33.911
553,862606100197717,买家,text,税号是91330100XXXXXXXXXX，抬头我私发你,2026-06-10 21:04:19.546
553,862606100197774,商家,text,收到~已帮您提交开票申请，开好后第一时间发送给您，请留意查收哦❤,2026-06-10 21:04:29.124
554,862606100197852,买家,text,多肽紧致眼霜怎么用呀，早晚都要用吗,2026-06-10 21:07:48.881
554,862606100197890,买家,text,搓泥是怎么回事,2026-06-10 21:08:13.658
554,862606100197987,商家,text,您好~多肽紧致眼霜建议早晚洁面后使用，取2-3滴均匀涂抹全脸，避开眼周哦,2026-06-10 21:08:43.968
554,862606100198029,商家,text,搓泥一般是用量偏多或没等前一层吸收，建议减量并等30秒再叠涂下一层哦~,2026-06-10 21:09:07.121
555,862606100198096,买家,text,你好,2026-06-10 21:23:07.748
555,862606100198174,买家,text,玫瑰纯露爽肤水里角鲨烷浓度是多少？,2026-06-10 21:23:16.007
555,862606100198205,商家,text,您好~玫瑰纯露爽肤水中角鲨烷添加浓度为5%，属于温和有效的浓度区间，耐受后可每天使用哦,2026-06-10 21:24:32.754
555,862606100198264,买家,text,有没有完整成分表,2026-06-10 21:25:33.715
555,862606100198326,商家,text,详情页有完整备案成分表，也可以在药监局官网查询备案信息，正品保障请放心~,2026-06-10 21:26:51.922
556,862606100198421,买家,text,亲，在不在,2026-06-10 21:26:21.702
556,862606100198500,买家,text,视黄醇和水杨酸能一起用吗,2026-06-10 21:26:34.420
556,862606100198571,商家,text,您好，这两个成分不冲突，可以分早晚使用更稳妥，白天记得防晒哦~,2026-06-10 21:26:45.639
556,862606100198633,买家,text,有没有完整成分表,2026-06-10 21:28:09.909
556,862606100198673,商家,text,详情页有完整备案成分表，也可以在药监局官网查询备案信息，正品保障请放心~,2026-06-10 21:29:05.457
557,862606100198754,买家,text,用了多肽紧致眼霜第二天脸上起了小红疹，还有点痒，怎么办，无语了,2026-06-10 21:28:52.309
557,862606100198805,买家,text,？,2026-06-10 21:34:11.504
557,862606100198896,商家,text,您好，先别担心~请立即停用并用清水洁面，避免叠加其他功效产品，如持续加重建议及时就医哦,2026-06-10 21:34:43.161
557,862606100198976,买家,text,是不是你们产品有问题？我用别的都没事,2026-06-10 21:36:29.297
557,862606100199027,商家,text,过敏支持退货的呢，麻烦提供皮肤状况照片，这边登记后为您办理退款，运费我们承担~,2026-06-10 21:37:30.903
557,862606100199090,买家,picture,https://img.example.com/buyer/skin/790097.jpg,2026-06-10 21:38:13.239
557,862606100199158,买家,text,怎么不回我,2026-06-10 21:40:20.668
557,862606100199199,商家,text,收到照片啦，已帮您登记过敏售后，退款将在1-3个工作日原路退回，祝您皮肤早日恢复~,2026-06-10 21:41:32.316
558,862606100199289,买家,text,泥膜清洁面膜怎么用呀，早晚都要用吗,2026-06-10 21:45:10.160
558,862606100199385,商家,text,您好~泥膜清洁面膜建议早晚洁面后使用，取1-2泵均匀涂抹全脸，避开眼周哦,2026-06-10 21:45:39.266
558,862606100199426,买家,text,开封后能放多久,2026-06-10 21:47:48.913
558,862606100199521,商家,text,开封后建议6个月内用完，避光防潮保存，瓶身有开盖保质期标识哦~,2026-06-10 21:48:36.771
558,862606100199615,买家,text,明白了，谢谢,2026-06-10 21:51:33.369
558,862606100199677,商家,text,不客气哦~祝您使用愉快，有问题随时来找客服小美❤,2026-06-10 21:52:38.184
559,862606100199771,买家,text,我是干皮，能用虾青素抗氧精华吗,2026-06-10 22:50:12.979
559,862606100199815,买家,text,学生党适合吗,2026-06-10 22:50:22.290
559,862606100199910,商家,text,您好，这款针对干皮做过测试，肤感清爽不闷，正确用量一般不会闷痘的哦,2026-06-10 22:50:58.094
559,862606100199983,商家,text,适合的，成分温和基础保湿为主，年轻肌肤日常护理完全OK~,2026-06-10 22:51:17.246
560,862606100200027,买家,text,发什么快递？南京鼓楼几天能到,2026-06-10 22:53:28.002
560,862606100200078,商家,text,您好，默认发圆通，到南京鼓楼一般4天，偏远地区会稍慢一点哦~,2026-06-10 22:54:03.531
560,862606100200158,买家,text,好，那我等消息,2026-06-10 22:56:00.588
560,862606100200195,商家,text,好的亲~发出后系统会自动推送单号，感谢您的耐心等待❤,2026-06-10 22:57:16.897
561,862606100200228,买家,text,老客户了,2026-06-10 23:06:11.107
561,862606100200313,买家,text,持妆无瑕粉底液能给点优惠不,2026-06-10 23:06:22.836
561,862606100200392,商家,text,在的呢，您说~,2026-06-10 23:06:51.333
561,862606100200452,商家,text,感谢一直以来的支持！给您申请了老客专属9折券，下单自动生效哦,2026-06-10 23:07:01.116
561,862606100200500,买家,text,好的谢谢啦,2026-06-10 23:08:13.142
561,862606100200570,商家,text,不客气~祝您使用愉快，随时欢迎回来找小美❤,2026-06-10 23:09:22.283
562,862606100200616,买家,text,下单地址填错了，能帮我从杭州西湖改到成都武侯吗？订单号20260604580624,2026-06-10 23:15:15.857
562,862606100200705,买家,text,怎么没人说话，无语,2026-06-10 23:19:51.662
562,862606100200784,商家,text,您好~帮您看下订单状态，如果还没出库可以直接改，请把完整的新地址发我一下哦,2026-06-10 23:21:11.560
562,862606100200835,买家,text,成都武侯xx路65号26栋1476室,2026-06-10 23:24:08.201
562,862606100200893,买家,text,收件人电话不变,2026-06-10 23:24:29.697
562,862606100200974,商家,text,已经帮您改好啦，发货时会按新地址寄出，请放心~,2026-06-10 23:24:39.198
562,862606100201013,买家,text,好的，麻烦了,2026-06-10 23:26:48.671
562,862606100201108,买家,text,？？？,2026-06-10 23:30:48.164
562,862606100201193,商家,text,不客气~有其他问题随时找我哦❤,2026-06-10 23:31:29.625
563,862606100201266,买家,text,你好,2026-06-10 23:17:55.939
563,862606100201312,买家,text,收到的美白淡斑精华和我之前专柜买的味道不一样,2026-06-10 23:18:02.387
563,862606100201344,商家,text,在的呢，您说~,2026-06-10 23:19:21.282
563,862606100201392,商家,text,亲，不同批次香味可能有细微差异属正常现象，您可以扫瓶身防伪码验证真伪~,2026-06-10 23:19:34.409
563,862606100201433,买家,picture,https://img.example.com/buyer/batch/605672.jpg,2026-06-10 23:21:12.417
563,862606100201471,商家,text,已核对，是官方渠道批次，请放心使用~如仍有疑虑支持七天无理由退货哦,2026-06-10 23:22:40.411
564,862606100201550,买家,text,老客户了,2026-06-10 23:18:30.389
564,862606100201634,买家,text,控油清爽乳液能给点优惠不,2026-06-10 23:18:43.815
564,862606100201716,商家,text,感谢一直以来的支持！给您申请了老客专属9折券，下单自动生效哦,2026-06-10 23:18:57.281
564,862606100201749,买家,text,券在哪里领,2026-06-10 23:19:33.282
564,862606100201783,商家,text,券已发放到您的账户「我的优惠券」里啦，24小时内有效，记得使用哦~,2026-06-10 23:19:57.554
565,862606100201859,买家,text,首页领的优惠券怎么用不了？,2026-06-10 23:44:02.332
565,862606100201905,商家,text,在的在的，请讲~,2026-06-10 23:44:43.821
565,862606100201964,商家,text,亲，麻烦截图发我看下券的使用条件哦，部分券限品类或有门槛金额~,2026-06-10 23:44:51.193
